feature,importance
bytes_per_sec,0.3252461023337866
dst_bytes,0.25531645472000414
byte_ratio,0.24152440233395084
syn_ratio,0.08840242472072463
protocol_icmp,0.03865574651794809
protocol_tcp,0.024687347640894402
duration,0.014352523070188486
protocol_udp,0.011814998662502782
