feature,coefficient
protocol_icmp,0.774094989338718
syn_ratio,0.4962696848859477
protocol_udp,-0.3433094778937311
bytes_per_sec,-0.20594880191170037
byte_ratio,-0.1626254021620514
dst_bytes,-0.1522553845197665
protocol_tcp,-0.12301864385393178
duration,-0.00656648449653961
