feature,importance
bytes_per_sec,0.41796466084478756
byte_ratio,0.30747178059738917
syn_ratio,0.11356492524809282
protocol_icmp,0.05282077531028756
rst_ratio,0.037531529297146135
protocol_tcp,0.03366615838764062
duration,0.0226466143460689
protocol_udp,0.014333555968587293
