feature,coefficient
dst_bytes,-5.97773727239682
src_bytes,3.833760521187346
byte_ratio,-3.0967868274014028
protocol_icmp,1.5099248481536836
protocol_udp,-1.0971783463753864
bytes_per_sec,-1.0175490600960042
protocol_tcp,-0.7800842764682062
duration,-0.15928655712409
