feature,coefficient
syn_ratio,1.6546727996237924
rst_ratio,1.3302414546424588
protocol_icmp,0.8705161293743503
protocol_tcp,-0.6331145767596112
protocol_udp,-0.39341307956575416
data_pkt_ratio,-0.2073491756019449
fin_ratio,0.14660649509791923
bytes_per_sec,-0.1187745526819654
byte_ratio,0.0645930272406798
duration,-0.022968353439064417
