feature,importance
bytes_per_sec,0.2870379836939897
byte_ratio,0.20223879644339848
fin_ratio,0.1277193037439016
data_pkt_ratio,0.12146919194076039
syn_ratio,0.10113281516216137
protocol_icmp,0.08059688404493182
protocol_tcp,0.02584613525327311
rst_ratio,0.024009816507738528
duration,0.02024884036172339
protocol_udp,0.009700232848121538
