feature,coefficient
protocol_icmp,0.7412330750686232
byte_ratio,-0.4296226192474866
protocol_udp,-0.3260005391226555
bytes_per_sec,-0.3117092729934951
dst_bytes,-0.27161891406622807
src_bytes,0.1169759960710106
protocol_tcp,-0.06830601262762293
duration,-0.05280252091267733
