feature,coefficient
syn_ratio,1.6319733454547645
rst_ratio,1.3033884004031908
protocol_icmp,0.857139279406892
protocol_tcp,-0.63712788568238
protocol_udp,-0.4011919512858469
bytes_per_sec,-0.1600446010671858
byte_ratio,0.06479069700166916
duration,-0.04516786513034206
