feature,importance
bytes_per_sec,0.29213311989241036
src_bytes,0.2294882631229305
dst_bytes,0.21282201933958808
byte_ratio,0.18478964909562626
protocol_icmp,0.04413139266645009
protocol_tcp,0.019335675483654037
protocol_udp,0.010346127537587789
duration,0.0069537528617528484
