feature,importance
bytes_per_sec,0.39877945799558573
byte_ratio,0.2746657510164554
fin_ratio,0.11854194715436726
protocol_icmp,0.0669932022820374
syn_ratio,0.05063478092916746
rst_ratio,0.030996994578988447
protocol_tcp,0.02845334996616711
duration,0.018661559076531588
protocol_udp,0.012272957000699697
